,1A,1B,2A,2B,3A,3B,4A,4B,5A,5B,6A,6B,7A,7B,9A,9B,10A,10B
cg08722366,0.8939876,0.4058951,0.6706765,0.640234,0.4497625,0.4519795,0.7777343,0.6675407,0.8497325,0.6802275,0.6905008,0.5980609,0.6390746,0.6616109,0.6236817,0.3529344,0.7842392,0.5062214
cg07554637,0.8283419,0.4379263,0.5072851,0.3986797,0.393936,0.4105559,0.6693609,0.4747762,0.7773279,0.4485876,0.5332152,0.3319097,0.3901708,0.4133075,0.550768,0.3203853,0.7075525,0.4318399
cg18590106,0.8947084,0.4824733,0.5988915,0.483942,0.4681431,0.4671202,0.7408817,0.508982,0.8624407,0.5581236,0.5959166,0.4227893,0.4809704,0.5322368,0.6370844,0.3683497,0.7761356,0.5208566
cg09345879,0.8048576,0.4518519,0.5103734,0.3668354,0.3827444,0.3913402,0.6258698,0.4326638,0.7333826,0.4247967,0.5133251,0.318765,0.3988189,0.3322555,0.5709104,0.2854106,0.7082201,0.4975985
cg01637377,0.7657143,0.4044394,0.4642586,0.3074449,0.3742786,0.4005998,0.6368301,0.4506364,0.7362519,0.4190491,0.488599,0.298965,0.3847472,0.3747741,0.556359,0.262923,0.6785045,0.3793684
cg12653149,0.8667469,0.4986072,0.5831158,0.4850516,0.4963768,0.4885759,0.7744031,0.557464,0.8575182,0.5234192,0.6442485,0.4065798,0.5097282,0.4928814,0.6074648,0.3705137,0.8017627,0.4840125
cg13041595,0.1869034,0.1438535,0.4022522,0.4127992,0.1161312,0.1175221,0.3951257,0.4151762,0.4964435,0.4172125,0.3904974,0.4333238,0.4132359,0.4285857,0.173421,0.08778704,0.1250839,0.1175873
cg24489759,0.2884219,0.687102,0.5973291,0.727738,0.6879777,0.6980537,0.4316479,0.6493223,0.3056446,0.6258897,0.5561161,0.7390211,0.698097,0.735321,0.4997191,0.7036662,0.3814011,0.6881343
cg09252204,0.04362542,0.036569,0.3179354,0.3301127,0.04499179,0.03732068,0.3229944,0.338862,0.3335036,0.3247665,0.3254143,0.3631641,0.3539545,0.273475,0.02268405,0.02329025,0.04160673,0.05190351
cg21196628,0.7838041,0.3235732,0.4640295,0.3805119,0.3344007,0.3754736,0.6620038,0.4176974,0.700976,0.4208,0.4798162,0.3125664,0.3659746,0.3733144,0.4976893,0.2336031,0.6260504,0.3638313
cg02301920,0.4676806,0.5031888,0.3757844,0.362776,0.7682309,0.8052413,0.62158,0.6469516,0.6066577,0.6467923,0.7337569,0.7404526,0.4610636,0.4154561,0.4713751,0.500502,0.7547549,0.7797468
cg08609270,0.04958463,0.05211874,0.3641344,0.3646126,0.066999,0.0467222,0.283427,0.349992,0.3813278,0.3229939,0.3132435,0.3270963,0.3581621,0.3237129,0.04798417,0.05004634,0.03988788,0.04038194
cg06615479,0.8776754,0.8458813,0.8425117,0.8635418,0.868608,0.8682059,0.8622993,0.8398137,0.8751075,0.8295926,0.8650931,0.8563923,0.5774272,0.5339674,0.5411204,0.5282097,0.5767839,0.5489831
cg22707210,0.3906383,0.7974285,0.7000453,0.8101086,0.8252496,0.7772185,0.4657192,0.6949413,0.4016911,0.6836429,0.6386156,0.8193808,0.7659574,0.795701,0.6010056,0.7790523,0.4750398,0.7912528
cg15913875,0.8746784,0.4866208,0.6003546,0.4806538,0.446889,0.4933502,0.7408112,0.5255296,0.8600498,0.5560673,0.6378022,0.4431529,0.4665324,0.5205479,0.6138211,0.3434978,0.7909362,0.530985
cg15706692,0.01791217,0.04314721,0.05734144,0.03586132,0.04014971,0.03525545,0.0610454,0.03212057,0.04356496,0.04408353,0.04482226,0.03118356,0.4002411,0.4047237,0.03617843,0.02869822,0.3773998,0.3709952
cg14823429,0.6324382,0.8214521,0.6937854,0.804603,0.8398128,0.8080668,0.631705,0.4607104,0.7113014,0.7833297,0.8275472,0.8650399,0.7558411,0.7290918,0.320712,0.4977448,0.7397752,0.8352374
cg26865747,0.7395755,0.7150479,0.7427319,0.7574215,0.4837479,0.5427876,0.8556661,0.8632305,0.8046372,0.7232332,0.8899083,0.8850147,0.6114075,0.5742902,0.8658896,0.8689483,0.4999392,0.4653491
cg03885684,0.406048,0.4431678,0.4707571,0.475247,0.470393,6.01e-05,0.450199,0.4756227,0.3827777,0.4305267,0.4456442,0.4585007,0.485133,0.4915319,0.444375,0.5003945,6.6e-05,0.4369407
cg19618634,0.5301205,0.6002188,0.5116939,0.5498061,0.5551462,0.5762967,0.5498095,0.5392628,0.5919283,0.5534815,0.5488372,0.5580475,0.0725211,0.1332962,0.5540728,0.5468242,0.5911458,0.5911179
cg05777666,0.0606627,0.07651418,0.3217115,0.3377738,0.05836519,0.06768966,0.3075571,0.3018832,0.3571798,0.3681544,0.37652,0.3878141,0.3455254,0.3653815,0.03815996,0.04147727,0.06282562,0.05468993
cg10288111,0.6108262,0.5213936,0.8827969,0.9058631,0.9015735,0.8633656,0.5929919,0.582517,0.9394178,0.889899,0.5667096,0.6687853,0.5576846,0.6189781,0.5736585,0.5888096,0.6626755,0.6343425
cg23848484,0.4866585,0.5292163,0.8348563,0.8647652,0.8566026,0.8896443,0.8611111,0.8449137,0.8728701,0.8882866,0.5163768,0.5185698,0.8493544,0.8678442,0.8517594,0.8342185,0.8548387,0.8751743
cg04836992,0.03163651,0.04503817,0.3236224,0.3237245,0.03810624,0.04820653,0.3035543,0.3467473,0.3597464,0.3491003,0.3514831,0.3687638,0.301611,0.2852129,0.05805243,0.04507396,0.03067101,0.03523912
cg27429823,0.2937637,0.7839463,0.625717,0.7317365,0.7504994,0.727257,0.4388838,0.6329653,0.4011869,0.6832052,0.6476705,0.7803347,0.6824529,0.7792546,0.5062515,0.7887882,0.4729093,0.7046336
cg08783468,0.4115433,0.4318387,0.7060357,0.6844244,0.7248011,0.7301434,0.7200612,0.7075695,0.395616,0.3747538,0.6635077,0.7075241,0.4084762,0.4560318,0.4285714,0.4104516,0.711003,0.6891138
cg13446210,0.7819324,0.3714712,0.4636449,0.3346367,0.3539887,0.3829981,0.636399,0.4261383,0.743654,0.4062357,0.4883892,0.3168556,0.3480112,0.3520535,0.504229,0.2865956,0.6557773,0.3873674
cg07749147,0.08463303,0.07686165,0.3625757,0.3664913,0.07754538,0.08674795,0.3764384,0.3869192,0.4578581,0.393969,0.3503788,0.365291,0.3447113,0.3267019,0.07905138,0.08844765,0.08433253,0.1022395
cg18262682,0.3139129,0.7025469,0.6338745,0.7489971,0.7122296,0.7416887,0.4327533,0.6385177,0.3557385,0.6092962,0.5717596,0.777475,0.7143771,0.7382646,0.4768591,0.735472,0.4135116,0.716938
cg08965604,0.855168,0.5427481,0.6114636,0.4582485,0.4241557,0.4392931,0.7663055,0.575673,0.7831663,0.4345169,0.6104683,0.4492703,0.4443668,0.4485166,0.5817793,0.3579278,0.7985731,0.5387153
cg22058606,0.7792086,0.3498673,0.4262874,0.2946447,0.2991248,0.3491485,0.5696792,0.3945783,0.6945335,0.4051457,0.4566906,0.2593157,0.3582783,0.3454035,0.4307177,0.2355216,0.6131303,0.3480651
cg20704957,0.873769,0.5104039,0.6723118,0.5169072,0.5564799,0.4555603,0.7693886,0.6212375,0.875964,0.6661175,0.6056623,0.4520248,0.499392,0.4372624,0.6779179,0.4070081,0.8158833,0.5223977
cg00391044,0.06300885,0.08164605,0.3458553,0.3544747,0.08962901,0.08926961,0.3561342,0.4026838,0.3756234,0.4061521,0.3662428,0.4099014,0.3686974,0.3166701,0.07587817,0.08990248,0.05710089,0.1025616
cg09874683,0.7032444,0.2736087,0.2892677,0.2499078,0.2563286,0.3400163,0.5495912,0.35243,0.624063,0.3370166,0.4888435,0.3140769,0.2662712,0.2179454,0.4404005,0.2323668,0.6068707,0.3689185
cg23656872,0.3802744,0.8330545,0.7223271,0.8318241,0.826894,0.7805935,0.5138497,0.7279526,0.4744931,0.7371907,0.6265931,0.848327,0.8114555,0.8110011,0.5637555,0.8299957,0.5134378,0.8025396
cg12710648,0.5728045,0.2188803,0.3566501,0.1792137,0.205612,0.2533892,0.48925,0.3226347,0.6344399,0.3035187,0.353475,0.1537497,0.1848386,0.1899619,0.3911171,0.166704,0.5344104,0.2770488
cg20900413,0.7759294,0.3833134,0.4760905,0.3502574,0.3717109,0.3681698,0.6319164,0.4610143,0.7169286,0.4036414,0.4851278,0.2910279,0.3573694,0.3295834,0.4955466,0.2530771,0.6749132,0.429442
cg25337491,0.8830289,0.5702811,0.5893363,0.4541269,0.4906859,0.5100796,0.8022409,0.6226458,0.8200684,0.5001708,0.5821668,0.5281376,0.4670448,0.4108475,0.6059263,0.3531619,0.7987383,0.543571
cg09152224,0.8973428,0.8971009,0.8826929,0.9049615,0.9315771,0.9079457,0.4599384,0.4188812,0.9029973,0.8722097,0.9005665,0.9223613,0.9049406,0.8729339,0.8757518,0.8877551,0.9129816,0.9100938
cg17959735,0.02099802,0.01407012,0.3228194,0.3210304,0.01299283,0.02133966,0.2829541,0.3180093,0.3163775,0.3185763,0.2928377,0.31589,0.3075679,0.2655986,0.007639089,0.01246812,0.01529121,0.01374387
cg13516378,0.8996907,0.9156328,0.8926267,0.9000654,0.6068555,0.592082,0.8659701,0.8819963,0.9032547,0.9129952,0.5926797,0.5477461,0.8879127,0.8210526,0.9011987,0.9106484,0.6120663,0.5694683
cg25107624,0.8640612,0.5584699,0.567435,0.4628969,0.4385027,0.4519329,0.7655701,0.6110966,0.8235152,0.5471906,0.6608925,0.5013282,0.4376542,0.3815668,0.6455172,0.3981383,0.7877095,0.5552982
cg06748421,0.8167122,0.4548863,0.5428178,0.4293316,0.3685199,0.4626187,0.7176996,0.6230075,0.7978858,0.5137107,0.6196381,0.3941424,0.4064944,0.3865763,0.6185712,0.3917796,0.7481004,0.4824973
cg23484599,0.3906052,0.7832768,0.7396107,0.8070233,0.8098765,0.784317,0.4863069,0.7022362,0.4171296,0.7060191,0.6348069,0.8194087,0.800929,0.7732983,0.5562079,0.8279512,0.4887078,0.7931093
cg14259755,0.6787375,0.2428115,0.3537159,0.1908397,0.2065169,0.2357545,0.4830611,0.344504,0.5391475,0.2827252,0.3220257,0.1719368,0.2324047,0.2007168,0.3699009,0.1723296,0.5569063,0.2330217
cg04242210,0.7857375,0.8588664,0.5139467,0.5295216,0.892877,0.8849308,0.7830579,0.8304663,0.8225629,0.854072,0.8494927,0.8727144,0.8559557,0.8570067,0.4635009,0.5149348,0.8391559,0.8776773
cg23906454,0.3804401,0.7928676,0.7310002,0.8134995,0.8171048,0.7331739,0.5036468,0.7301779,0.4383043,0.7003167,0.6905848,0.8636364,0.8410742,0.8298701,0.5430698,0.8285868,0.5534174,0.7840865
cg26541218,0.3239511,0.7326856,0.6397118,0.765975,0.7815728,0.7342606,0.4627752,0.6735974,0.3594031,0.637423,0.6377489,0.8088224,0.7382857,0.7586178,0.533618,0.7736633,0.4991068,0.7643026
cg23393544,0.1929109,0.5984828,0.5188409,0.6220048,0.6247206,0.5758201,0.3820539,0.5543901,0.2393071,0.5392738,0.4964226,0.6403244,0.6111223,0.7038314,0.4077942,0.6564189,0.3110762,0.628777
cg14533133,0.0804027,0.07052393,0.4016652,0.3750561,0.09239958,0.09678889,0.3464058,0.3518769,0.3736264,0.3412318,0.3907524,0.3759095,0.3705632,0.3499117,0.06732224,0.05636295,0.0942171,0.05902607
cg09270879,0.8430743,0.4187788,0.5003644,0.3660431,0.3748119,0.4118519,0.6060425,0.4468544,0.7307916,0.4126544,0.5281629,0.298143,0.3983435,0.3642767,0.5266419,0.2971926,0.6770251,0.4393301
cg12204574,0.1349398,0.1807999,0.4440345,0.4396062,0.1119049,0.1588469,0.4069938,0.4162494,0.4390439,0.4035424,0.4198685,0.4425105,0.413405,0.395532,0.09509367,0.1071873,0.1266071,0.1468284
cg26368752,0.009610984,0.01591793,0.3517892,0.2689942,0.01432437,0.01614046,0.258241,0.2761021,0.3294053,0.2811461,0.3131732,0.3241046,0.3424314,0.2932178,0.01360544,0.01711369,0.01640945,0.01666528
cg09176152,0.7639004,0.5261959,0.4756991,0.3583297,0.3903577,0.385241,0.6026327,0.3854469,0.775496,0.3115699,0.5370585,0.3264111,0.3876948,0.40365,0.5578512,0.2755183,0.6697112,0.4410227
cg24478765,0.1359223,0.5101299,0.2907609,0.5258297,0.332022,0.2843395,0.1645385,0.3164701,0.1516547,0.3344633,0.2748063,0.578714,0.4378963,0.4425223,0.1778862,0.5961469,0.1792255,0.402796
cg10240906,0.7707833,0.8620907,0.4864103,0.5330267,0.5574559,0.5141643,0.4400833,0.4982756,0.7813327,0.816415,0.5297495,0.5397083,0.5379731,0.5598335,0.8077986,0.8226108,0.7174746,0.8379963
cg13149459,0.6687527,0.6470377,0.9300889,0.9253423,0.6622793,0.6268934,0.9284192,0.9219886,0.9432523,0.9257908,0.9280441,0.9362805,0.9421576,0.9465344,0.6139779,0.6037722,0.6420664,0.6729071
cg06805925,0.223166,0.7205438,0.5217327,0.6200984,0.6605245,0.6064396,0.3920611,0.6319497,0.2570681,0.5435866,0.5428951,0.6844217,0.5902665,0.6855178,0.4280763,0.6324009,0.3433191,0.6244888
cg02498542,0.8327732,0.8437324,0.545925,0.5685954,0.8898415,0.8832302,0.5517306,0.5477379,0.594946,0.5326836,0.5869532,0.6081594,0.543123,0.6141329,0.8435088,0.8450193,0.8534664,0.8707212
cg05238613,0.7994252,0.3741978,0.4841745,0.3764737,0.3161231,0.3903867,0.6179976,0.4429554,0.7274543,0.4105669,0.5120555,0.3164603,0.3624061,0.3470984,0.5221407,0.2677061,0.6426031,0.3836105
cg02702402,0.8015642,0.4001167,0.5066766,0.4114599,0.3771035,0.418709,0.685892,0.4816651,0.7949716,0.4331049,0.5173491,0.3753727,0.3991118,0.4009268,0.5605592,0.2922109,0.6922657,0.4369738
cg09935073,0.1080062,0.1226685,0.408932,0.3938381,0.1003748,0.1100736,0.3757995,0.3991427,0.400816,0.3545614,0.3955834,0.4117718,0.4158295,0.4111559,0.09977452,0.08343928,0.1102899,0.1113057
cg19748438,0.02186899,0.02426478,0.3047956,0.2979201,0.02309888,0.02703448,0.2893246,0.2522747,0.2974094,0.3302713,0.3640839,0.3416493,0.3235166,0.2925178,0.01677713,0.0179148,0.01103186,0.0204499
cg19712573,0.833278,0.4484752,0.5427911,0.4320926,0.3891651,0.459763,0.7302756,0.5220135,0.7685689,0.5156934,0.5841135,0.337191,0.4535405,0.442823,0.529288,0.3029983,0.7338875,0.4708995
cg12487503,0.3564473,0.737276,0.6839382,0.8032613,0.7716095,0.7627983,0.4692615,0.6835972,0.4174595,0.6752622,0.6419727,0.8395655,0.7885857,0.7702686,0.5444672,0.7979044,0.4628085,0.7607292
cg13933773,0.02834646,0.05256242,0.3630351,0.3297341,0.03548226,0.001913418,0.3267994,0.357858,0.3557818,0.3145771,0.3197943,0.3252332,0.3243802,0.3078001,0.05582923,0.04345772,0.0578985,0.0630053
cg09789426,0.2243383,0.4610004,0.5736382,0.6092655,0.3910252,0.3790392,0.5075781,0.5751787,0.5342444,0.5663071,0.5447737,0.5518489,0.6172989,0.575591,0.1426623,0.255531,0.2494695,0.3787559
cg10762309,0.7308782,0.3916667,0.4947624,0.3445823,0.4047853,0.4353533,0.6808749,0.4987634,0.7979986,0.443881,0.5285068,0.3530284,0.3946618,0.4012311,0.5825776,0.2848535,0.7296451,0.433426
cg17689289,0.8316327,0.5991531,0.4437153,0.4262937,0.6359882,0.6974774,0.4595946,0.4258021,0.4988667,0.3722361,0.4735132,0.4230972,0.376681,0.373722,0.71162,0.5975242,0.8080826,0.6377251
cg07223663,0.8606507,0.8225328,0.8406334,0.8547229,0.8506089,0.8726972,0.478384,0.494235,0.8516987,0.8291741,0.8339161,0.8665,0.8587237,0.8385767,0.8549234,0.834842,0.505186,0.5221445
cg04853319,0.8774897,0.6226359,0.6166667,0.5127352,0.4627289,0.4791667,0.7797938,0.6976231,0.868653,0.7062437,0.8520449,0.5907092,0.5005151,0.4546831,0.6701768,0.4844291,0.8514336,0.6692298
cg05630943,0.8293025,0.4610753,0.5536428,0.4000656,0.4376285,0.5399263,0.7253125,0.4702946,0.8339403,0.5308901,0.5858438,0.4267054,0.4367347,0.4755332,0.603139,0.3361562,0.7556054,0.424339
cg21166985,0.8791322,0.45424,0.5888205,0.4857527,0.4247299,0.4541631,0.7084116,0.5364437,0.8588235,0.5612266,0.5536708,0.4078708,0.4963361,0.4172619,0.6560445,0.3954179,0.7299355,0.4773187
cg24071814,0.7722636,0.3784446,0.5491215,0.4113327,0.3886284,0.442148,0.6610336,0.4605061,0.7689026,0.492891,0.5203238,0.3277217,0.3708002,0.3799464,0.5432794,0.2673783,0.7109173,0.4309146
cg18118749,0.8792464,0.4716615,0.6339511,0.4845669,0.4727159,0.5083308,0.7954763,0.6175808,0.8181072,0.5916887,0.6636213,0.4387522,0.5169661,0.4540698,0.6707555,0.3707308,0.8118184,0.6020509
cg23588713,0.1335521,0.5753307,0.4936515,0.5492281,0.5519003,0.5493752,0.3335718,0.5386596,0.1564905,0.5293689,0.5237865,0.6379646,0.5382313,0.5287805,0.4074097,0.6548584,0.3042424,0.5528224
cg09825411,0.8431275,0.4855024,0.6399903,0.4914835,0.4244952,0.5113065,0.7239102,0.5361566,0.8529981,0.5628319,0.6001246,0.4445371,0.4654003,0.5608263,0.6632819,0.3080546,0.8064702,0.5692103
cg20800117,0.766548,0.3449005,0.403758,0.2976927,0.2906091,0.3538133,0.5778008,0.3561625,0.6373547,0.3364284,0.4534606,0.2240867,0.3363958,0.3163741,0.4595219,0.2397094,0.6231052,0.3529084
cg08828702,0.8049252,0.423214,0.5091979,0.3958818,0.3973827,0.4517143,0.6913548,0.4796063,0.8056537,0.4561995,0.5903649,0.3421628,0.4206453,0.475277,0.569909,0.3155909,0.7302881,0.4898399
cg23161250,0.8235142,0.4556962,0.4927016,0.4047555,0.3808495,0.369158,0.6596467,0.5072333,0.776252,0.4222951,0.5530678,0.422404,0.3831727,0.3477314,0.5321726,0.3338755,0.7131742,0.4254768
cg10249074,0.8245113,0.527367,0.6773063,0.6217128,0.5307611,0.5643346,0.7056302,0.5728439,0.7826805,0.5455939,0.6008924,0.535111,0.3534591,0.2534247,0.6834365,0.4814517,0.6229299,0.3229814
cg15535471,0.7312611,0.3647343,0.4121446,0.3201932,0.3135021,0.3538397,0.6160578,0.4122077,0.7341578,0.3867684,0.4943231,0.2926081,0.3442444,0.3294677,0.4850353,0.2638922,0.6550427,0.3708713
cg07771796,0.4921603,0.5043287,0.8569997,0.8268927,0.8493678,0.8371567,0.8373102,0.8463257,0.5483112,0.5485748,0.8560222,0.8348476,0.842217,0.827179,0.840194,0.8319677,0.5646493,0.5483269
cg16065008,0.1897954,0.6287635,0.5228891,0.6096038,0.6651159,0.617957,0.3297554,0.5287232,0.259534,0.5464326,0.5154036,0.676532,0.6141918,0.6400068,0.4248332,0.673948,0.3427703,0.5819386
cg17186066,0.3441073,0.7633189,0.7227538,0.8451265,0.8320484,0.8046551,0.565241,0.7689217,0.4466786,0.732563,0.7479714,0.9033613,0.820044,0.8150841,0.6757256,0.8710489,0.5974047,0.8079761
cg08346664,0.5565462,0.4964409,0.0384828,0.08262685,0.05418012,0.06579805,0.06137824,0.05620082,0.06233013,0.07075033,0.07008948,0.07358491,0.07721239,0.1116167,0.04323982,0.07480106,0.07325663,0.06852986
cg20822499,0.7444627,0.3548222,0.4273987,0.3161091,0.3695558,0.4011964,0.6179408,0.4315517,0.7023596,0.3342207,0.5177355,0.2912125,0.3349673,0.2634093,0.4554318,0.2441982,0.6083043,0.3364422
cg24485360,0.8491239,0.4422111,0.6213882,0.570919,0.4259317,0.4129458,0.7572331,0.5320225,0.8152884,0.5241865,0.5470636,0.4393564,0.5209977,0.5244444,0.6511473,0.3134363,0.7693319,0.4996875
cg12409899,0.7985532,0.3631554,0.4767838,0.3893764,0.3384716,0.385706,0.6531021,0.4314902,0.7267836,0.4252936,0.4713303,0.3000247,0.3988448,0.3492856,0.5084014,0.2632766,0.6396418,0.3886695
cg10600828,0.8563674,0.4304636,0.614371,0.3759046,0.4443872,0.4527439,0.7573222,0.5820089,0.8109737,0.5346104,0.652844,0.5100384,0.4887709,0.5546218,0.6528839,0.3823864,0.8116944,0.5867769
cg14874216,0.8212893,0.8399774,0.8122684,0.8089124,0.8273743,0.8499034,0.4790431,0.4571007,0.8284492,0.813012,0.5165756,0.5001664,0.8468623,0.876343,0.8119907,0.8288567,0.8512667,0.8624083
cg23494319,0.44,0.5932367,0.3275789,0.3173414,0.7076923,0.5947581,0.2352652,0.2646957,0.2205524,0.3478261,0.3646712,0.4062923,0.4084954,0.4695801,0.4192522,0.6633663,0.5513654,0.6205722
cg06437931,0.7650843,0.8204826,0.7636317,0.7686053,0.4867503,0.5003238,0.7720855,0.8515971,0.4924841,0.4640722,0.8155608,0.8320865,0.493438,0.5254072,0.7877483,0.8184157,0.7856208,0.7867863
cg02884332,0.05772384,0.05787863,0.3588235,0.412844,0.06521739,0.06475771,0.3142251,0.3698031,0.3731826,0.1107011,0.2173038,0.3983229,0.402834,0.1330275,0.0740405,0.09398226,0.06243973,0.05345838
cg16118747,0.8176881,0.3691854,0.4357989,0.3433052,0.3238336,0.3892908,0.5982447,0.4224145,0.7108566,0.3818939,0.4579976,0.3005359,0.3794847,0.3689683,0.4619434,0.2730263,0.6532156,0.3790515
cg22187743,0.3354515,0.7755428,0.7491879,0.8378222,0.8017176,0.7536232,0.4978769,0.6892899,0.4416954,0.6940276,0.6436627,0.8104968,0.7669816,0.7522482,0.6539943,0.8421243,0.4842022,0.8067858
cg10186196,0.8193366,0.4580764,0.5060976,0.4145598,0.3842771,0.4832215,0.6912127,0.5225819,0.8390195,0.589779,0.5181881,0.3679757,0.4173537,0.4393324,0.5739887,0.3322797,0.7309381,0.5167012
cg14363088,0.8123873,0.3847883,0.4079529,0.3101645,0.412905,0.4635332,0.4709035,0.3834561,0.5789548,0.3919653,0.3861807,0.2792003,0.3201635,0.3265027,0.6024363,0.3212594,0.7523884,0.4599595
cg04469308,0.8217996,0.3965095,0.5417543,0.3937776,0.3762733,0.4192659,0.65,0.4701055,0.7512086,0.4587141,0.5289782,0.3433602,0.3825832,0.406192,0.5458119,0.3110309,0.7313614,0.4420944
cg23595516,0.2457225,0.6386212,0.539162,0.6677463,0.6977133,0.67955,0.4220899,0.6041879,0.329005,0.5970305,0.5248723,0.7435231,0.6957284,0.7175288,0.4569254,0.7374283,0.3938209,0.6609699
cg05192472,0.06846154,0.07918115,0.3566072,0.3671152,0.06486388,0.04895347,0.3349872,0.3873769,0.3525033,0.3544389,0.3903175,0.4043363,0.3173113,0.292171,0.03417992,0.06592386,0.08788914,0.09988584
cg21797452,0.9074398,0.939895,0.6262167,0.674037,0.9502589,0.925164,0.6350536,0.7030831,0.6583765,0.6297034,0.6128795,0.6642839,0.6102775,0.6024516,0.9365456,0.9110651,0.9484822,0.9181013
cg18745725,0.8343653,0.4404095,0.5209632,0.4268945,0.3991737,0.4298023,0.6792319,0.496694,0.8005889,0.5176277,0.559907,0.3337534,0.4382919,0.4473828,0.579903,0.3332589,0.7419284,0.4638896
cg13735018,0.842471,0.396002,0.5151792,0.4144869,0.3998655,0.4333959,0.6507212,0.4553411,0.8008769,0.4655332,0.5242983,0.3348742,0.4153809,0.4152637,0.5707848,0.342617,0.6948517,0.436254
cg07306826,0.3243259,0.6867373,0.6043384,0.760582,0.7199573,0.7139658,0.4112785,0.6117007,0.3660765,0.6249573,0.5578936,0.7857531,0.7307919,0.7382861,0.4802446,0.7498332,0.4240519,0.7194703
cg08408305,0.4750838,0.4881986,0.8306403,0.8381344,0.7908384,0.8461283,0.4844265,0.483761,0.4831715,0.5005275,0.4827641,0.4545659,0.4585408,0.5132067,0.4416948,0.4553664,0.4884169,0.5250211
cg13393588,0.7867012,0.4111311,0.455762,0.3281626,0.430131,0.4225448,0.6923456,0.5513456,0.7651715,0.5380388,0.5493793,0.3208104,0.4377336,0.4521997,0.5484386,0.3225448,0.736271,0.4155647
cg22847367,0.6581286,0.2547289,0.3521567,0.2582485,0.2626196,0.2975153,0.5667811,0.3593267,0.6423988,0.3273655,0.437067,0.2378549,0.2926974,0.25,0.4667847,0.2273496,0.6247513,0.3094505
cg09565472,0.9083632,0.8834848,0.920972,0.9198486,0.5281501,0.6555556,0.9352775,0.9119552,0.8960195,0.8989348,0.8983233,0.9100135,0.9076948,0.909535,0.905036,0.9349203,0.6643836,0.4570136
cg20934545,0.7812606,0.3711882,0.4344554,0.331128,0.316989,0.3996848,0.5870677,0.4309818,0.7175322,0.3835857,0.4541042,0.2984683,0.3546659,0.3215493,0.4721992,0.2711329,0.6651485,0.3605184
cg03664994,0.6589286,0.3299384,0.3918015,0.2604419,0.2806897,0.280294,0.5729167,0.3872433,0.6506799,0.3373016,0.5100384,0.254386,0.3253598,0.2651822,0.4388006,0.227031,0.6727798,0.4124971
cg20262857,0.7678315,0.3764927,0.4427938,0.3456782,0.3375086,0.3699889,0.645671,0.4449246,0.7072663,0.383614,0.5363411,0.3113233,0.3378146,0.3335776,0.4727235,0.2635037,0.6544045,0.3826161
